hash,date,hour,author,type,area,subject
df45dd850,2025-12-03,23,Endy Muhardin,feat,main-java,feat: implement Depreciation Report (4.4) and Fiscal Year Closing (4.5)
d0337c9c5,2025-12-03,23,Endy Muhardin,feat,main-java,feat: implement Depreciation Report (4.4) and Fiscal Year Closing (4.5)
6530fb543,2025-12-03,22,Endy Muhardin,feat,main-java,feat: implement Phase 5 Inventory & Production (5.1 Product Master + 5.2 Inventory Transactions)
5adf050a0,2025-12-03,22,Endy Muhardin,feat,build-other,feat: add sharia-compliant interest handling (Dana Non-Halal)
97c89eb7f,2025-12-03,21,Endy Muhardin,docs,docs,docs: add Depreciation Report and Fiscal Year Closing to implementation plan
0e2172649,2025-12-03,21,Endy Muhardin,feat,build-other,feat: add Saldo Awal Tahun template for opening balance entry
1f800e676,2025-12-03,21,Endy Muhardin,feat,build-other,feat: update Artivisi seed data to v3.0 with expanded CSV format
afd9ed8c4,2025-12-03,20,Endy Muhardin,feat,main-java,feat: implement Phase 4 Fixed Assets Management
9d62d10a9,2025-12-03,18,Endy Muhardin,docs,docs,docs: reorganize implementation phases by value and focus
2fefcaa86,2025-12-03,18,Endy Muhardin,docs,docs,docs: add inventory/production phase and home industry analysis
364735ef5,2025-12-03,17,Endy Muhardin,docs,docs,docs: add technical analysis for fund accounting limitations
8d31216e2,2025-12-03,17,Endy Muhardin,docs,docs,docs: add multi-industry expansion strategy and reorganize phases
9b0531271,2025-12-03,17,Endy Muhardin,test,test,test: expand functional tests and fix Invoice date binding
5257adf70,2025-12-03,11,Endy Muhardin,fix,templates,fix: adjust textarea padding in company settings page
03c72fc94,2025-12-03,11,Endy Muhardin,feat,test,feat: add company logo upload and bundle JS assets locally
030c2c50e,2025-12-03,8,Endy Muhardin,fix,main-java,fix: resolve SonarCloud security vulnerabilities
eb4866d19,2025-12-03,6,Endy Muhardin,refactor,test,refactor: update TransactionServiceTest and coverage tracking doc
4fcadb610,2025-12-03,6,Endy Muhardin,test,test,test: add service integration tests and functional tests for coverage
24a9d2cd6,2025-12-02,22,Endy Muhardin,test,test,"test: add unit tests for ReceiptParser, TelegramBot, and Transaction services"
633d49383,2025-12-02,21,Endy Muhardin,fix,build-other,fix: selective table truncation in data import and add seed data converter
230bb13e4,2025-12-02,19,Endy Muhardin,feat,main-java,feat: implement full data export/import with round-trip verification
27cec6e42,2025-12-02,13,Endy Muhardin,docs,docs,docs: add Phase 3.9 Full Data Export/Import specification
45e1eb685,2025-12-02,13,Endy Muhardin,feat,test,feat: add DocumentStorageTest and DraftTransactionTest
43cfd1413,2025-12-02,5,Endy Muhardin,feat,test,feat: add PayrollReportTest with 24 functional tests
577bfe664,2025-12-01,21,Endy Muhardin,other,docs,update architecture docs
c18046ae1,2025-12-01,20,Endy Muhardin,docs,docs,docs: add comprehensive TODO for achieving 80% test coverage
6139ee1ff,2025-12-01,14,Endy Muhardin,other,main-java,Fix test regressions after natural key refactoring
291f55eb8,2025-12-01,7,Endy Muhardin,refactor,main-java,refactor: Use journal numbers in URLs instead of UUIDs
8c6c39780,2025-12-01,7,Endy Muhardin,fix,test,fix: Display account names in template execution preview
b21aaebed,2025-12-01,7,Endy Muhardin,test,templates,test: Fix E2E tests with ID-based locators and dashboard links
053f051b4,2025-12-01,7,Endy Muhardin,test,test,test: Fix functional tests to use ID-based locators instead of CSS classes
2fc4804e5,2025-11-30,22,Endy Muhardin,fix,templates,fix: Replace all hardcoded values in template detail page
b913700c5,2025-11-30,21,Endy Muhardin,fix,templates,fix: Collect account mappings in transaction form submission
15b5661da,2025-11-30,21,Endy Muhardin,feat,templates,feat: Transaction form supports dynamic account selection
979a6b94c,2025-11-30,21,Endy Muhardin,feat,templates,feat: Add dynamic account selection (?) for template lines
d4e016204,2025-11-30,21,Endy Muhardin,feat,main-java,feat: Add TELEGRAM_MANAGE permission for ACCOUNTANT and STAFF
a6130804c,2025-11-30,20,Endy Muhardin,fix,main-java,fix: Handle missing company config ID in settings update
79ed87f91,2025-11-30,20,Endy Muhardin,fix,templates,fix: Add proper drag and drop handlers for import file upload
660407c3f,2025-11-30,19,Endy Muhardin,fix,build-other,fix: Correct property name to disable OSS Index Analyzer
cce38286b,2025-11-30,19,Endy Muhardin,fix,ci,fix: Disable Sonatype OSS Index in GitHub Actions security scan
784489e47,2025-11-30,19,Endy Muhardin,refactor,main-java,refactor: Remove unused account_balances materialization code
a33197542,2025-11-30,18,Endy Muhardin,fix,templates,fix: Add comprehensive permission checks to controllers and UI components
03d403d32,2025-11-30,16,Endy Muhardin,feat,deploy,feat: Enable Google Cloud Vision for receipt OCR
c734c1a81,2025-11-30,16,Endy Muhardin,other,main-java,Refactor: Use Spring Data JPA web support for entity path variables
7bb5be49e,2025-11-30,15,Endy Muhardin,other,templates,Fix: Alpine.js form values not displaying in transaction edit mode
0ec1aef6e,2025-11-30,14,Endy Muhardin,other,main-java,Fix Telegram bot message parsing and verification flow
f31701044,2025-11-30,14,Endy Muhardin,other,main-java,Fix version info by adding git-commit-id-maven-plugin
3f0dea3f3,2025-11-30,13,Endy Muhardin,other,main-java,Replace telegrambots-client with custom DTOs and Spring HTTP Interface
9ffd69d85,2025-11-30,11,Endy Muhardin,other,templates,Add about page with git version info and functional tests
8181e0ba4,2025-11-30,11,Endy Muhardin,other,build-other,ignore local data storage for storing receipt
da4e5a0e2,2025-11-30,11,Endy Muhardin,other,resources,sync application properties database port to docker compose config
e059c0ee6,2025-11-30,11,Endy Muhardin,other,test,Add document upload functionality to transaction form with tests
76ed05492,2025-11-30,6,Endy Muhardin,other,templates,Fix transaction form preview to evaluate formulas dynamically
e8f06c008,2025-11-30,6,Endy Muhardin,other,templates,Make dashboard load data dynamically
76aba9c73,2025-11-29,22,Endy Muhardin,other,build-other,Remove duplicate 'Bayar Hutang Gaji' template
0b323479e,2025-11-29,22,Endy Muhardin,other,test,Fix formula validation to support dynamic variables
c42a58bcb,2025-11-29,21,Endy Muhardin,other,test,Update test data to include description field
d21d90f1b,2025-11-29,21,Endy Muhardin,other,main-java,Add description field to TemplateImportFileDto
e8be5bde8,2025-11-29,21,Endy Muhardin,other,docs,Update deployment guide and fix COA import
05f613138,2025-11-29,21,Endy Muhardin,other,docs,Add comprehensive release procedure documentation
3e84fa0bc,2025-11-29,21,Endy Muhardin,other,deploy,Improve Ansible output formatting and scrollability
6c4ffeaf6,2025-11-29,20,Endy Muhardin,other,docs,rclone setup for gdrive
a3740924f,2025-11-29,20,Endy Muhardin,other,deploy,Fix backup system for system user without home directory
74958d7a1,2025-11-29,19,Endy Muhardin,other,docs,Fix Google Drive OAuth timing and remove manual verification steps
812bb9d10,2025-11-29,19,Endy Muhardin,other,docs,Update deployment guide to reflect complete Ansible workflow
47c348213,2025-11-29,16,Endy Muhardin,other,build-other,Fix dependency-check OSS Index rate limit errors
6b28bea45,2025-11-29,16,Endy Muhardin,other,ci,Fix NVD API key configuration in GitHub Actions
45d406d09,2025-11-29,16,Endy Muhardin,other,build-other,Fix broken Decisions & Questions link in README
9ea2f3f88,2025-11-29,16,Endy Muhardin,other,build-other,Add initial balance setup guide to README
acdc73689,2025-11-29,12,Endy Muhardin,other,deploy,Security: configurable admin username to prevent enumeration attacks
782f0a11e,2025-11-29,12,Endy Muhardin,other,docs,"Add deployment guide, architecture docs, and CI/CD workflow"
1a8d048db,2025-11-29,11,Endy Muhardin,other,docs,Add capacity planning document for Artivisi deployment
8b850b080,2025-11-29,10,Endy Muhardin,other,build-other,Remove obsolete TODO-PROJECT-TRACKING.md
3470d4e63,2025-11-29,10,Endy Muhardin,other,build-other,Update artivisi templates to v2.1 with investment accounts
c2c328a22,2025-11-29,10,Endy Muhardin,other,docs,Reorganize decisions into Architecture Decision Records (ADR)
cc3cedf47,2025-11-29,10,Endy Muhardin,other,docs,Move data retention policy to project root for regulatory visibility
dfbdfe2da,2025-11-29,10,Endy Muhardin,other,deploy,"Update ansible configs: add document storage, Telegram, and GCP Vision settings"
4aba099cc,2025-11-29,10,Endy Muhardin,other,templates,Fix accessibility issues: form labels and color contrast
ba110af8d,2025-11-29,10,Endy Muhardin,other,main-java,Fix SonarCloud issues: security vulnerabilities and code smells
8c1f396d2,2025-11-29,9,Endy Muhardin,other,ci,"Fix security scan: suppress CVE false positive, disable SpotBugs for Java 25"
337870a7a,2025-11-29,6,Endy Muhardin,other,test,Fix SelfServiceTest: remove invalid year filter assertions
db85cb777,2025-11-29,5,Endy Muhardin,other,ci,Add security scanning with OWASP and SpotBugs
12af8d78b,2025-11-29,5,Endy Muhardin,other,main-java,Add Data Export feature for regulatory compliance
713798d7a,2025-11-29,5,Endy Muhardin,other,docs,Add Data Retention Policy documentation
98de5ac8f,2025-11-29,5,Endy Muhardin,other,templates,Add Employee Self-Service feature (Phase 3.8)
8ab56397a,2025-11-29,4,Endy Muhardin,other,main-java,Add User Management & RBAC feature (Phase 3.7)
9d1541c07,2025-11-28,23,Endy Muhardin,other,build-other,Update artivisi templates to v2.0 with payroll support
344e80f79,2025-11-28,23,Endy Muhardin,other,test,Reorganize user manual sidebar with collapsible groups
d7d079cba,2025-11-28,23,Endy Muhardin,other,main-java,Add Payroll Reports feature (Phase 3.6)
6f101b666,2025-11-28,23,Endy Muhardin,other,docs,Add Telegram integration setup guide to user manual
6ab94446c,2025-11-28,23,Endy Muhardin,other,test,Add payroll sections to user manual generator
6fde97ff9,2025-11-28,22,Endy Muhardin,other,docs,Add Employee Self-Service and RBAC enhancements to implementation plan
9b4c150aa,2025-11-28,22,Endy Muhardin,other,docs,Reorganize implementation plan phases
8735ca663,2025-11-28,22,Endy Muhardin,other,docs,Add payroll journal posting via Transaction/Template system (Phase 3.5)
9d41e363e,2025-11-28,21,Endy Muhardin,other,main-java,Add Payroll Processing feature (Phase 3.5)
b1a8e6da1,2025-11-28,20,Endy Muhardin,other,test,Add PPh 21 Calculator feature (Phase 3.4)
7648d13c4,2025-11-28,19,Endy Muhardin,other,docs,Add BPJS Calculator user manual documentation
19b73cd95,2025-11-28,19,Endy Muhardin,other,test,Add BPJS Calculation feature with UI (Phase 3.3)
ba1536d1c,2025-11-28,19,Endy Muhardin,other,main-java,Add Salary Component feature (Phase 3.2)
b377f41d0,2025-11-28,15,Endy Muhardin,other,build-other,Update docs: mark Phase 3.1 Employee Management complete
4118db280,2025-11-28,15,Endy Muhardin,other,main-java,Add Employee Management feature (Phase 3.1)
e4b43a48f,2025-11-28,12,Endy Muhardin,other,docs,Update implementation plan: add user manual references
0b5e6c273,2025-11-28,12,Endy Muhardin,other,docs,Add user manual for Fiscal Period and Tax Calendar
66ec71913,2025-11-28,12,Endy Muhardin,other,templates,Add Cash Flow Statement report (Phase 2.10)
ef1f2b5bc,2025-11-28,8,Endy Muhardin,other,main-java,Add Tax Calendar feature (Phase 2.8)
bb384f962,2025-11-28,7,Endy Muhardin,other,test,Fix test isolation: use 2025 dates to prevent report data contamination
22e970758,2025-11-28,7,Endy Muhardin,other,docs,Trim implementation plan: remove completed implementation details
a5bab9050,2025-11-28,6,Endy Muhardin,other,docs,Restructure implementation phases
ab45d7a17,2025-11-28,6,Endy Muhardin,other,docs,Update docs: mark 2.7 Fiscal Period Management complete
341e57bb5,2025-11-27,23,Endy Muhardin,other,main-java,Add Fiscal Period Management feature (Phase 2.7)
7ddc6c087,2025-11-27,22,Endy Muhardin,other,templates,Fix ClientTest selector matching multiple elements
2cb362ac7,2025-11-27,21,Endy Muhardin,other,test,Add TaxExport functional tests and fix DocumentAttachment tests
e41170e2a,2025-11-27,13,Claude,other,test,Update screenshot and manual generators for new structure
5b0981507,2025-11-27,13,Claude,other,docs,Reorganize user manual from menu-based to task-based structure
cf9fad78f,2025-11-27,13,Claude,other,main-java,Add Coretax export feature (Phase 2.6)
a0dbc68f9,2025-11-27,20,Endy Muhardin,other,main-java,Add Telegram Receipt Import feature (Phase 2.2)
e254ae3d8,2025-11-27,17,Endy Muhardin,other,test,Add Tax Reports feature (Phase 2.6)
a16b1ab48,2025-11-27,15,Endy Muhardin,other,resources,Add Artivisi COA and journal templates with tax support (2.3-2.5)
f4759439a,2025-11-27,15,Endy Muhardin,other,docs,"Update implementation plan: mark 2.0, 2.1, CI/CD complete"
40aed4735,2025-11-27,15,Endy Muhardin,other,ci,Add CI workflow with test results and coverage reporting
770092cec,2025-11-27,13,Endy Muhardin,other,main-java,Add Document Attachment feature for transactions (2.1)
590574560,2025-11-27,6,Endy Muhardin,other,deploy,Add Ansible backup and restore playbooks (1.13)
42f3e9229,2025-11-26,22,Endy Muhardin,other,docs,Remove not-required todo item
48a1b2bc9,2025-11-26,22,Endy Muhardin,other,main-java,Add Data Import feature for COA and Journal Templates (1.12)
c8244cbb6,2025-11-26,11,Claude,other,docs,Add Google Cloud Vision setup documentation
c0f206624,2025-11-26,11,Claude,other,docs,Add Telegram bot setup documentation
97fa0c528,2025-11-26,11,Claude,other,docs,Update Telegram integration to use webhook mode
01fdf805a,2025-11-26,10,Claude,other,docs,Add Telegram Receipt Import feature to Phase 2 implementation plan
804fdc7f0,2025-11-26,12,Claude,other,docs,Add User Management & RBAC (2.13) to Phase 2
9d516c021,2025-11-26,12,Claude,other,docs,Update data migration plan with correct transaction count and timeline
4d4d343f7,2025-11-26,12,Claude,other,docs,Add Data Migration plan to 1.13 Deployment & Operations
010c3491c,2025-11-26,12,Claude,other,docs,Add Deployment & Operations (1.13) to Phase 1
3e867d45c,2025-11-26,11,Claude,other,docs,Add Clear Data feature to 1.12 Data Import
755867cf7,2025-11-26,11,Claude,other,build-other,Add Data Import feature (1.12) and importable COA/template files
c14610a53,2025-11-26,19,Endy Muhardin,other,deploy,Add Pulumi and Ansible deployment scripts for Digital Ocean
8406ed770,2025-11-26,12,Endy Muhardin,other,test,Add downloadable PDF samples to user manual
5885522f2,2025-11-26,12,Endy Muhardin,other,test,Fix print template SpEL expressions and add PDF preview test
3b8a82ac7,2025-11-26,11,Endy Muhardin,other,frontend,Use existing Artivisi logo instead of placeholder
7f0fd3c3b,2025-11-26,11,Endy Muhardin,other,templates,Add professional printable templates for invoices and financial reports
8c51348bc,2025-11-26,11,Endy Muhardin,other,main-java,Implement Company Settings with multiple bank accounts
6c3e4055d,2025-11-26,10,Endy Muhardin,other,migrations,Consolidate migration files into 4 logical groups
cbf39b703,2025-11-26,10,Endy Muhardin,other,docs,Mark Phase 1 (Core Accounting MVP) as complete
aec0544eb,2025-11-26,10,Endy Muhardin,other,docs,Implement User Manual (1.11) - Complete documentation infrastructure
fd6987241,2025-11-26,9,Endy Muhardin,other,docs,Add User Manual (1.11) to Phase 1 implementation plan
1374f967f,2025-11-26,7,Endy Muhardin,other,templates,Implement Dashboard KPIs (1.10) with HTMX
6bd773da8,2025-11-26,6,Endy Muhardin,other,test,Add functional tests for Project Tracking payment and invoice flows
543dc1b82,2025-11-26,5,Endy Muhardin,other,main-java,Implement Revenue Recognition and Invoice Payment Integration (1.9)
b9bf82335,2025-11-25,21,Endy Muhardin,other,docs,Update implementation plan: mark profitability reports complete
b40d4095f,2025-11-25,21,Endy Muhardin,other,test,Implement Profitability Reports (1.9 Phase 7)
ef04a3f08,2025-11-25,20,Endy Muhardin,other,main-java,"Implement Milestone, Payment Terms, Invoice, and Transaction-Project linking (1.9)"
89b54c1d8,2025-11-25,19,Endy Muhardin,other,main-java,Implement Project Tracking (1.9) - Client and Project management
bc8b72dd1,2025-11-25,17,Endy Muhardin,other,templates,Fix HTMX CSRF token and amortization entry tests
b576f91ba,2025-11-25,17,Endy Muhardin,other,main-java,Implement Amortization Schedules (1.8) and add Project Tracking TODO
7c9b82ce9,2025-11-25,15,Endy Muhardin,other,build-other,Add TODO for Amortization Schedules (1.8) and update status
2cbb6655e,2025-11-25,13,Endy Muhardin,other,templates,htmx optimization
8e4a60604,2025-11-25,13,Endy Muhardin,other,build-other,Add HTMX optimization TODO and update implementation plan
9186b2ac6,2025-11-25,13,Endy Muhardin,other,docs,Update implementation plan: mark Template Enhancements (1.7) as complete
0b89b2625,2025-11-25,13,Endy Muhardin,other,main-java,"Implement Template Enhancements (1.7) with search, tags, and user favorites"
992217c83,2025-11-25,11,Endy Muhardin,other,build-other,Cleanup completed TODOs and create TODO for Template Enhancements (1.7)
d7c391b6b,2025-11-25,11,Endy Muhardin,other,docs,Move Account Balances (Materialized) from Phase 1 to Phase 2
d6656fe83,2025-11-25,11,Endy Muhardin,other,docs,Update implementation plan: mark Formula Support (1.6) as complete
51e86e529,2025-11-25,11,Endy Muhardin,other,templates,Implement Transactions (1.5) with dynamic Thymeleaf templates
d43eec1fd,2025-11-25,10,Endy Muhardin,other,templates,Add live formula preview (Coba Formula) feature
4ea5b64ff,2025-11-25,9,Endy Muhardin,other,test,Implement Formula Support (1.6) with unified SpEL evaluation
0c1b14f0a,2025-11-25,9,Endy Muhardin,other,build-other,Add Formula Support (1.6) before Transactions in implementation order
bb7cbb920,2025-11-25,8,Endy Muhardin,other,build-other,"Update TODO: Journal Templates complete, start Transactions (1.5)"
d18ce3a00,2025-11-25,8,Endy Muhardin,other,build-other,Update implementation plan and TODO documentation
6faaa6b52,2025-11-25,8,Endy Muhardin,other,templates,Implement Journal Templates (Section 1.4) with CRUD and execution
160e9e7a1,2025-11-24,22,Endy Muhardin,other,build-other,Update TODO-JOURNAL-TEMPLATES.md with accurate scope from implementation plan
b8cb3767f,2025-11-24,15,Claude,other,docs,"Add project milestones, payment terms, and invoice tracking to Phase 1"
709505e66,2025-11-24,15,Claude,other,docs,"Add business analysis features: KPIs, client profitability, and smart alerts"
e7fbb1533,2025-11-24,15,Claude,other,docs,Add project tracking (1.10) and defer tags to Phase 2
6e206a2a5,2025-11-24,21,Endy Muhardin,other,build-other,Update README and CLAUDE.md to reflect completed Basic Reports
e94e03af6,2025-11-24,21,Endy Muhardin,other,main-java,Implement Export Features (Section 5) for Basic Reports
04ff8bfc8,2025-11-24,14,Claude,other,docs,Add amortization schedules feature to Phase 1 (section 1.9)
cf4c89ca2,2025-11-24,20,Endy Muhardin,other,test,Implement Income Statement Report (Section 4) with Playwright tests
9493e161e,2025-11-24,19,Endy Muhardin,other,test,Implement Balance Sheet Report (Section 3) with Playwright tests
dbc896a44,2025-11-24,19,Endy Muhardin,other,test,Implement Trial Balance Report (Section 1.1) with Playwright tests
50a395cbb,2025-11-24,18,Endy Muhardin,other,build-other,Add test data preparation section to TODO-BASIC-REPORTS.md
8ad015441,2025-11-24,18,Endy Muhardin,other,build-other,Replace TODO-JOURNAL-ENTRIES.md with TODO-BASIC-REPORTS.md
5596ad932,2025-11-24,18,Endy Muhardin,other,build-other,Update README and CLAUDE.md to reflect completed Journal Entries
ee3d05d81,2025-11-24,18,Endy Muhardin,other,test,Add Account Impact section to Journal Entry detail view
2e647ea9e,2025-11-24,18,Endy Muhardin,other,test,Implement Account Validation (Section 9) with Playwright tests
e64b5aa3d,2025-11-24,16,Endy Muhardin,other,test,Implement Void Journal Entry (Section 8) with Playwright tests
9b4ce45be,2025-11-24,16,Endy Muhardin,other,test,Implement Post Journal Entry (Section 7) with Playwright tests
fa509d129,2025-11-24,15,Endy Muhardin,other,test,Implement Journal Entry Edit and View Detail with Playwright tests
43ab89ee7,2025-11-24,14,Endy Muhardin,other,build-other,Add JaCoCo plugin for code coverage reporting
ccf2ff494,2025-11-24,14,Endy Muhardin,other,build-other,Update TODO-JOURNAL-ENTRIES.md: mark Section 4 and Balance Validation complete
eb3c18182,2025-11-24,13,Endy Muhardin,other,templates,Implement Journal Entry Create form with Alpine.js dynamic lines and Playwright tests
1e9be92de,2025-11-24,12,Endy Muhardin,other,test,"Implement Journal Entry List UI with pagination, search, and Playwright tests"
b8ec7b319,2025-11-24,11,Endy Muhardin,other,main-java,Implement JournalEntryService CRUD and workflow methods
41e7f69fa,2025-11-24,11,Endy Muhardin,other,main-java,Add status workflow fields to JournalEntry entity
c2434be1f,2025-11-24,11,Endy Muhardin,other,build-other,Add TODO for Journal Entries (1.2) with current state analysis
e1d9f7554,2025-11-24,11,Endy Muhardin,other,build-other,"Mark COA (1.1) complete, retire TODO-COA.md"
2684f0abc,2025-11-24,11,Endy Muhardin,other,test,"Add Playwright tests for hierarchy, seed data, and soft delete verification"
ca46e5189,2025-11-24,10,Endy Muhardin,other,test,Implement Activate/Deactivate Account feature with Playwright tests
827f71c72,2025-11-24,3,Claude,other,docs,Reorder Phase 1 implementation to prioritize journal entries and reports
6f8e034a1,2025-11-24,10,Endy Muhardin,other,test,Implement Delete Account feature with Playwright tests
071f7a064,2025-11-24,10,Endy Muhardin,other,test,Implement Edit Account feature with Playwright tests
4065043c4,2025-11-24,9,Endy Muhardin,other,test,Implement Create Account feature with Playwright tests
523e950a6,2025-11-24,8,Endy Muhardin,other,resources,disable sql logging
54997b529,2025-11-24,8,Endy Muhardin,other,test,Add permanent field to ChartOfAccount and complete Account List Display tests
09038a718,2025-11-23,23,Endy Muhardin,other,main-java,Implement soft delete with deleted_at timestamp
506f35a96,2025-11-23,23,Endy Muhardin,other,build-other,Update implementation plan and project documentation
601217eeb,2025-11-23,23,Endy Muhardin,other,frontend,Add SVG favicon using green swoosh from logo
f239ffcfd,2025-11-23,22,Endy Muhardin,other,test,Implement Chart of Account UI with Playwright tests
25af0b1ad,2025-11-23,9,Claude,other,test,Fix syntax errors in ReportAlternateTest
d8d1b141c,2025-11-23,9,Claude,other,test,Add comprehensive functional tests using Playwright
706800ffd,2025-11-23,9,Claude,other,main-java,"Implement database schema, entities, repositories, services, and API layer"
ca21dd719,2025-11-23,9,Claude,other,templates,"Add basic reports UI mockups with trial balance, income statement, balance sheet, and cash flow"
9628c7ff4,2025-11-23,8,Claude,other,main-java,Fix: add missing isDuplicate attribute to template form routes
d42d7cfcc,2025-11-23,8,Claude,other,ci,Skip deployment on feature branches (only deploy from main/master)
d0a521f4a,2025-11-23,8,Claude,other,ci,Enable workflow to run on claude/* branches
96c0d1530,2025-11-23,8,Claude,other,ci,Fix workflow: set SERVER_PORT=8080 to ensure app starts on expected port
b8f154f24,2025-11-23,7,Claude,other,build-other,Refactor user manual generator to use Playwright Java
63435dcd7,2025-11-23,7,Claude,other,build-other,Add user manual generator with Playwright and GitHub Pages deployment
d2f2d0946,2025-11-23,6,Claude,other,templates,"Add Journal Template UI mockup with list, detail, and form pages"
a947c1e92,2025-11-23,6,Claude,other,templates,Add Journal Entry (Buku Besar) UI mockup
220f806ca,2025-11-23,6,Claude,other,templates,"Add Transaction UI mockup with list, form, detail, and void pages"
e957e594f,2025-11-22,23,Endy Muhardin,other,test,Add is_permanent field to account form with smart defaults
ecbb5939f,2025-11-22,22,Endy Muhardin,other,templates,Add Chart of Accounts UI and Playwright test infrastructure
2e1591622,2025-11-22,21,Endy Muhardin,other,frontend,Add login and dashboard UI with Tailwind CSS v4
ba9cb82d3,2025-11-22,20,Endy Muhardin,other,docs,Add phased implementation plan focused on IT Services MVP
66c964659,2025-11-22,20,Endy Muhardin,other,docs,Complete all design decisions and update documentation
e00b6e330,2025-11-22,16,Endy Muhardin,other,build-other,starter spring 4 app
22bafceb7,2025-11-19,22,Endy Muhardin,other,docs,Document 3-phase deployment progression
e1d16d3fc,2025-11-19,22,Endy Muhardin,other,docs,Refactor to single-tenant architecture
cb204fc5d,2025-11-19,22,Endy Muhardin,other,docs,"Complete technology stack with Java 25, Spring Boot 4.0, and DevSecOps"
3c84fb414,2025-11-19,21,Endy Muhardin,other,docs,"Add document management, auditor features, and update README"
efc0892e0,2025-11-19,21,Endy Muhardin,other,docs,Add initial design documentation
f6a7a0936,2025-11-19,20,Endy Muhardin,other,build-other,Initial commit
